# Critical non-constructible 3-ball
# (cannot divide into two 3-balls)
# made from Furch's knotted hole ball
# with 380 vertices and 1172 facets)
#
#   f=(1,380,1929,2722,1172).
#
1 8 9 60 
1 8 51 60 
1 9 52 60 
1 51 52 60 
2 3 10 54 
2 3 54 294 
2 10 54 63 
2 10 63 301 
2 45 53 54 
2 45 53 293 
2 45 54 294 
2 53 54 63 
2 53 63 301 
2 53 293 300 
2 53 300 301 
3 4 11 55 
3 4 55 295 
3 10 11 321 
3 10 54 321 
3 11 55 321 
3 46 54 55 
3 46 54 294 
3 46 55 295 
3 54 55 321 
4 5 12 56 
4 5 56 296 
4 11 12 323 
4 11 55 323 
4 12 56 323 
4 47 55 56 
4 47 55 295 
4 47 56 296 
4 55 56 323 
5 6 57 297 
5 6 57 304 
5 12 56 64 
5 12 64 304 
5 48 56 57 
5 48 56 296 
5 48 57 297 
5 56 57 64 
5 57 64 304 
6 7 13 58 
6 7 58 298 
6 13 58 65 
6 13 65 304 
6 49 57 58 
6 49 57 297 
6 49 58 298 
6 57 58 65 
6 57 65 304 
7 8 14 59 
7 8 59 299 
7 13 14 66 
7 13 58 66 
7 14 59 66 
7 50 58 59 
7 50 58 298 
7 50 59 299 
7 58 59 66 
8 9 15 60 
8 14 15 67 
8 14 59 67 
8 15 60 67 
8 51 59 60 
8 51 59 299 
8 59 60 67 
9 15 16 68 
9 15 60 68 
9 16 61 68 
9 52 60 61 
9 60 61 68 
10 11 17 321 
10 17 71 305 
10 17 71 321 
10 54 63 321 
10 63 71 305 
10 63 71 321 
10 63 301 305 
11 12 302 323 
11 17 302 322 
11 17 321 322 
11 55 321 323 
11 302 322 323 
11 321 322 323 
12 56 64 323 
12 64 72 303 
12 64 72 323 
12 64 303 304 
12 72 302 323 
13 14 18 66 
13 18 66 74 
13 18 74 306 
13 58 65 66 
13 65 66 74 
13 65 74 306 
13 65 304 306 
14 15 19 67 
14 18 19 75 
14 18 66 75 
14 19 67 75 
14 59 66 67 
14 66 67 75 
15 16 20 68 
15 19 20 76 
15 19 67 76 
15 20 68 76 
15 60 67 68 
15 67 68 76 
16 20 21 77 
16 20 68 77 
16 21 69 77 
16 61 68 69 
16 68 69 77 
17 22 80 307 
17 22 80 322 
17 22 302 322 
17 71 80 307 
17 71 80 322 
17 71 305 307 
17 71 321 322 
18 19 25 75 
18 24 25 326 
18 24 74 306 
18 24 74 326 
18 25 75 326 
18 66 74 75 
18 74 75 326 
19 20 26 76 
19 25 26 84 
19 25 75 84 
19 26 76 84 
19 67 75 76 
19 75 76 84 
20 21 27 77 
20 26 27 85 
20 26 76 85 
20 27 77 85 
20 68 76 77 
20 76 77 85 
21 27 28 86 
21 27 77 86 
21 28 78 86 
21 69 77 78 
21 77 78 86 
22 29 81 89 
22 29 81 308 
22 29 89 309 
22 80 81 89 
22 80 81 322 
22 80 89 309 
22 80 307 309 
22 81 302 308 
22 81 302 322 
23 30 31 91 
23 30 82 91 
23 31 83 91 
23 82 83 91 
24 25 32 326 
24 31 32 325 
24 31 83 325 
24 32 325 326 
24 74 83 306 
24 74 83 326 
24 83 325 326 
25 26 33 84 
25 32 33 324 
25 32 324 326 
25 33 84 324 
25 75 84 326 
25 84 324 326 
26 27 34 85 
26 33 34 92 
26 33 84 92 
26 34 85 92 
26 76 84 85 
26 84 85 92 
27 28 35 86 
27 34 35 93 
27 34 85 93 
27 35 86 93 
