# Non-constructible 3-sphere
#   having a trefoil knot made of 3 edges.
#   f=(1,381,2309,3856,1928).
#  (Using Furch's 3-ball & taking a cone over the boundary.)
1 8 9 60 
1 8 9 381 
1 8 51 60 
1 8 51 381 
1 9 52 60 
1 9 52 381 
1 51 52 60 
1 51 52 381 
2 3 10 54 
2 3 10 381 
2 3 54 294 
2 3 294 381 
2 10 54 63 
2 10 63 301 
2 10 301 381 
2 45 53 54 
2 45 53 293 
2 45 54 294 
2 45 293 381 
2 45 294 381 
2 53 54 63 
2 53 63 301 
2 53 293 300 
2 53 300 301 
2 293 300 381 
2 300 301 381 
3 4 11 55 
3 4 11 381 
3 4 55 295 
3 4 295 381 
3 10 11 321 
3 10 11 381 
3 10 54 321 
3 11 55 321 
3 46 54 55 
3 46 54 294 
3 46 55 295 
3 46 294 381 
3 46 295 381 
3 54 55 321 
4 5 12 56 
4 5 12 381 
4 5 56 296 
4 5 296 381 
4 11 12 323 
4 11 12 381 
4 11 55 323 
4 12 56 323 
4 47 55 56 
4 47 55 295 
4 47 56 296 
4 47 295 381 
4 47 296 381 
4 55 56 323 
5 6 57 297 
5 6 57 304 
5 6 297 381 
5 6 304 381 
5 12 56 64 
5 12 64 304 
5 12 304 381 
5 48 56 57 
5 48 56 296 
5 48 57 297 
5 48 296 381 
5 48 297 381 
5 56 57 64 
5 57 64 304 
6 7 13 58 
6 7 13 381 
6 7 58 298 
6 7 298 381 
6 13 58 65 
6 13 65 304 
6 13 304 381 
6 49 57 58 
6 49 57 297 
6 49 58 298 
6 49 297 381 
6 49 298 381 
6 57 58 65 
6 57 65 304 
7 8 14 59 
7 8 14 381 
7 8 59 299 
7 8 299 381 
7 13 14 66 
7 13 14 381 
7 13 58 66 
7 14 59 66 
7 50 58 59 
7 50 58 298 
7 50 59 299 
7 50 298 381 
7 50 299 381 
7 58 59 66 
8 9 15 60 
8 9 15 381 
8 14 15 67 
8 14 15 381 
8 14 59 67 
8 15 60 67 
8 51 59 60 
8 51 59 299 
8 51 299 381 
8 59 60 67 
9 15 16 68 
9 15 16 381 
9 15 60 68 
9 16 61 68 
9 16 61 381 
9 52 60 61 
9 52 61 381 
9 60 61 68 
10 11 17 321 
10 11 17 381 
10 17 71 305 
10 17 71 321 
10 17 305 381 
10 54 63 321 
10 63 71 305 
10 63 71 321 
10 63 301 305 
10 301 305 381 
11 12 302 323 
11 12 302 381 
11 17 302 322 
11 17 302 381 
11 17 321 322 
11 55 321 323 
11 302 322 323 
11 321 322 323 
12 56 64 323 
12 64 72 303 
12 64 72 323 
12 64 303 304 
12 72 302 323 
12 72 302 381 
12 72 303 381 
12 303 304 381 
13 14 18 66 
13 14 18 381 
13 18 66 74 
13 18 74 306 
13 18 306 381 
13 58 65 66 
13 65 66 74 
13 65 74 306 
13 65 304 306 
13 304 306 381 
14 15 19 67 
14 15 19 381 
14 18 19 75 
14 18 19 381 
14 18 66 75 
14 19 67 75 
14 59 66 67 
14 66 67 75 
15 16 20 68 
15 16 20 381 
15 19 20 76 
15 19 20 381 
15 19 67 76 
15 20 68 76 
15 60 67 68 
15 67 68 76 
16 20 21 77 
16 20 21 381 
16 20 68 77 
16 21 69 77 
16 21 69 381 
16 61 68 69 
16 61 69 381 
16 68 69 77 
17 22 80 307 
17 22 80 322 
17 22 302 322 
17 22 302 381 
17 22 307 381 
17 71 80 307 
17 71 80 322 
17 71 305 307 
17 71 321 322 
17 305 307 381 
18 19 25 75 
18 19 25 381 
18 24 25 326 
18 24 25 381 
18 24 74 306 
18 24 74 326 
18 24 306 381 
18 25 75 326 
18 66 74 75 
18 74 75 326 
19 20 26 76 
19 20 26 381 
19 25 26 84 
19 25 26 381 
19 25 75 84 
19 26 76 84 
19 67 75 76 
19 75 76 84 
20 21 27 77 
20 21 27 381 
20 26 27 85 
20 26 27 381 
20 26 76 85 
20 27 77 85 
20 68 76 77 
20 76 77 85 
21 27 28 86 
21 27 28 381 
21 27 77 86 
21 28 78 86 
21 28 78 381 
21 69 77 78 
21 69 78 381 
21 77 78 86 
22 29 81 89 
22 29 81 308 
22 29 89 309 
22 29 308 381 
22 29 309 381 
22 80 81 89 
22 80 81 322 
22 80 89 309 
22 80 307 309 
22 81 302 308 
22 81 302 322 
22 302 308 381 
22 307 309 381 
23 30 31 91 
23 30 31 381 
23 30 82 91 
23 30 82 381 
23 31 83 91 
23 31 83 381 
23 82 83 91 
23 82 83 381 
24 25 32 326 
24 25 32 381 
24 31 32 325 
24 31 32 381 
24 31 83 325 
24 31 83 381 
24 32 325 326 
24 74 83 306 
24 74 83 326 
24 83 306 381 
24 83 325 326 
25 26 33 84 
25 26 33 381 
25 32 33 324 
25 32 33 381 
25 32 324 326 
25 33 84 324 
25 75 84 326 
25 84 324 326 
26 27 34 85 
26 27 34 381 
26 33 34 92 
26 33 34 381 
26 33 84 92 
26 34 85 92 
26 76 84 85 
