# Bing's 2-roomed house
#   f=(1,480,2511,3586,1554).
1 2 11 81 
2 3 12 82 
2 11 12 91 
2 11 81 91 
2 12 82 91 
2 81 82 91 
3 4 13 83 
3 12 13 92 
3 12 82 92 
3 13 83 92 
3 82 83 92 
4 5 14 84 
4 13 14 93 
4 13 83 93 
4 14 84 93 
4 83 84 93 
5 6 15 85 
5 14 15 94 
5 14 84 94 
5 15 85 94 
5 84 85 94 
6 7 16 86 
6 15 16 95 
6 15 85 95 
6 16 86 95 
6 85 86 95 
7 8 17 87 
7 16 17 96 
7 16 86 96 
7 17 87 96 
7 86 87 96 
8 9 18 88 
8 17 18 97 
8 17 87 97 
8 18 88 97 
8 87 88 97 
9 10 19 89 
9 18 19 98 
9 18 88 98 
9 19 89 98 
9 88 89 98 
10 19 20 99 
10 19 89 99 
10 20 90 99 
10 89 90 99 
11 12 21 91 
12 13 22 92 
12 21 22 101 
12 21 91 101 
12 22 92 101 
12 82 91 92 
12 91 92 101 
13 14 23 93 
13 22 23 102 
13 22 92 102 
13 23 93 102 
13 83 92 93 
13 92 93 102 
14 15 24 94 
14 23 24 103 
14 23 93 103 
14 24 94 103 
14 84 93 94 
14 93 94 103 
15 16 25 95 
15 24 25 104 
15 24 94 104 
15 25 95 104 
15 85 94 95 
15 94 95 104 
16 17 26 96 
16 25 26 105 
16 25 95 105 
16 26 96 105 
16 86 95 96 
16 95 96 105 
17 18 27 97 
17 26 27 106 
17 26 96 106 
17 27 97 106 
17 87 96 97 
17 96 97 106 
18 19 28 98 
18 27 28 107 
18 27 97 107 
18 28 98 107 
18 88 97 98 
18 97 98 107 
19 20 29 99 
19 28 29 108 
19 28 98 108 
19 29 99 108 
19 89 98 99 
19 98 99 108 
20 29 30 109 
20 29 99 109 
20 30 100 109 
20 90 99 100 
20 99 100 109 
21 22 31 101 
22 23 32 102 
22 31 32 111 
22 31 101 111 
22 32 102 111 
22 92 101 102 
22 101 102 111 
23 24 33 103 
23 32 33 112 
23 32 102 112 
23 33 103 112 
23 93 102 103 
23 102 103 112 
24 25 34 104 
24 33 34 113 
24 33 103 113 
24 34 104 113 
24 94 103 104 
24 103 104 113 
25 26 35 105 
25 34 35 114 
25 34 104 114 
25 35 105 114 
25 95 104 105 
25 104 105 114 
26 27 36 106 
26 35 36 115 
26 35 105 115 
26 36 106 115 
26 96 105 106 
26 105 106 115 
27 28 37 107 
27 36 37 116 
27 36 106 116 
27 37 107 116 
27 97 106 107 
27 106 107 116 
28 29 38 108 
28 37 38 117 
28 37 107 117 
28 38 108 117 
28 98 107 108 
28 107 108 117 
29 30 39 109 
29 38 39 118 
29 38 108 118 
29 39 109 118 
29 99 108 109 
29 108 109 118 
30 39 40 119 
30 39 109 119 
30 40 110 119 
30 100 109 110 
30 109 110 119 
31 32 41 111 
32 33 42 112 
32 41 42 121 
32 41 111 121 
32 42 112 121 
32 102 111 112 
32 111 112 121 
33 34 43 113 
33 42 43 122 
33 42 112 122 
33 43 113 122 
33 103 112 113 
33 112 113 122 
34 35 44 114 
34 43 44 123 
34 43 113 123 
34 44 114 123 
34 104 113 114 
34 113 114 123 
35 36 45 115 
35 44 45 124 
35 44 114 124 
35 45 115 124 
35 105 114 115 
35 114 115 124 
36 45 46 125 
36 45 115 125 
36 46 116 125 
36 106 115 116 
36 115 116 125 
37 38 47 117 
37 107 116 117 
38 39 48 118 
38 47 48 127 
38 47 117 127 
38 48 118 127 
38 108 117 118 
38 117 118 127 
39 40 49 119 
39 48 49 128 
39 48 118 128 
39 49 119 128 
39 109 118 119 
39 118 119 128 
40 49 50 129 
40 49 119 129 
40 50 120 129 
40 110 119 120 
40 119 120 129 
41 42 51 121 
42 43 52 122 
42 51 52 131 
42 51 121 131 
42 52 122 131 
42 112 121 122 
42 121 122 131 
43 44 53 123 
43 52 53 132 
43 52 122 132 
43 53 123 132 
43 113 122 123 
43 122 123 132 
44 45 54 124 
44 53 54 133 
44 53 123 133 
44 54 124 133 
44 114 123 124 
44 123 124 133 
45 46 55 125 
45 54 55 134 
45 54 124 134 
45 55 125 134 
45 115 124 125 
45 124 125 134 
46 47 56 126 
46 55 56 135 
46 55 125 135 
46 56 126 135 
46 116 125 126 
46 125 126 135 
47 48 57 127 
47 56 57 136 
47 56 126 136 
47 57 127 136 
47 126 127 136 
48 49 58 128 
48 57 58 137 
48 57 127 137 
48 58 128 137 
48 118 127 128 
48 127 128 137 
49 50 59 129 
49 58 59 138 
49 58 128 138 
49 59 129 138 
49 119 128 129 
49 128 129 138 
50 59 60 139 
50 59 129 139 
50 60 130 139 
50 120 129 130 
50 129 130 139 
51 52 61 131 
52 53 62 132 
52 61 62 141 
52 61 131 141 
52 62 132 141 
52 122 131 132 
52 131 132 141 
53 54 63 133 
53 62 63 142 
53 62 132 142 
53 63 133 142 
53 123 132 133 
53 132 133 142 
54 55 64 134 
54 63 64 143 
54 63 133 143 
54 64 134 143 
54 124 133 134 
54 133 134 143 
55 56 65 135 
55 64 65 144 
55 64 134 144 
55 65 135 144 
55 125 134 135 
55 134 135 144 
56 57 66 136 
56 65 66 145 
56 65 135 145 
56 66 136 145 
56 126 135 136 
56 135 136 145 
57 58 67 137 
57 66 67 146 
57 66 136 146 
57 67 137 146 
57 127 136 137 
57 136 137 146 
58 59 68 138 
58 67 68 147 
58 67 137 147 
58 68 138 147 
58 128 137 138 
58 137 138 147 
59 60 69 139 
59 68 69 148 
59 68 138 148 
59 69 139 148 
59 129 138 139 
59 138 139 148 
60 69 70 149 
60 69 139 149 
60 70 140 149 
60 130 139 140 
60 139 140 149 
61 62 71 141 
62 63 72 142 
62 71 72 151 
62 71 141 151 
62 72 142 151 
62 132 141 142 
62 141 142 151 
63 64 73 143 
63 72 73 152 
63 72 142 152 
63 73 143 152 
63 133 142 143 
63 142 143 152 
64 65 74 144 
64 73 74 153 
64 73 143 153 
64 74 144 153 
64 134 143 144 
64 143 144 153 
65 66 75 145 
65 74 75 154 
65 74 144 154 
65 75 145 154 
65 135 144 145 
65 144 145 154 
66 67 76 146 
66 75 76 155 
66 75 145 155 
66 76 146 155 
66 136 145 146 
66 145 146 155 
67 68 77 147 
67 76 77 156 
67 76 146 156 
67 77 147 156 
67 137 146 147 
67 146 147 156 
68 69 78 148 
68 77 78 157 
68 77 147 157 
68 78 148 157 
68 138 147 148 
68 147 148 157 
69 70 79 149 
69 78 79 158 
69 78 148 158 
69 79 149 158 
69 139 148 149 
69 148 149 158 
70 79 80 159 
70 79 149 159 
70 80 150 159 
70 140 149 150 
70 149 150 159 
72 142 151 152 
73 143 152 153 
74 144 153 154 
75 145 154 155 
76 146 155 156 
77 147 156 157 
78 148 157 158 
79 149 158 159 
80 150 159 160 
81 82 91 161 
82 83 92 162 
82 91 92 171 
82 91 161 171 
82 92 162 171 
82 161 162 171 
83 84 93 163 
83 92 93 172 
83 92 162 172 
83 93 163 172 
83 162 163 172 
84 85 94 164 
84 93 94 173 
84 93 163 173 
84 94 164 173 
84 163 164 173 
85 86 95 165 
85 94 95 174 
85 94 164 174 
85 95 165 174 
85 164 165 174 
86 87 96 166 
86 95 96 175 
86 95 165 175 
86 96 166 175 
86 165 166 175 
87 88 97 167 
87 96 97 176 
87 96 166 176 
87 97 167 176 
87 166 167 176 
88 89 98 168 
88 97 98 177 
88 97 167 177 
88 98 168 177 
88 167 168 177 
89 90 99 169 
89 98 99 178 
89 98 168 178 
89 99 169 178 
89 168 169 178 
90 99 100 179 
90 99 169 179 
90 100 170 179 
90 169 170 179 
91 92 101 171 
92 101 102 181 
92 101 171 181 
92 102 172 181 
92 162 171 172 
92 171 172 181 
93 163 172 173 
94 164 173 174 
95 165 174 175 
96 166 175 176 
97 167 176 177 
98 168 177 178 
99 100 109 179 
99 169 178 179 
100 109 110 189 
100 109 179 189 
100 110 180 189 
100 170 179 180 
100 179 180 189 
101 102 111 181 
102 111 112 191 
102 111 181 191 
102 112 182 191 
102 172 181 182 
102 181 182 191 
105 106 115 185 
106 107 116 186 
106 115 116 195 
106 115 185 195 
106 116 186 195 
106 185 186 195 
107 108 117 187 
107 116 117 196 
107 116 186 196 
107 117 187 196 
107 186 187 196 
108 117 118 197 
108 117 187 197 
108 118 188 197 
108 187 188 197 
109 110 119 189 
110 119 120 199 
110 119 189 199 
110 120 190 199 
110 180 189 190 
110 189 190 199 
111 112 121 191 
112 121 122 201 
112 121 191 201 
112 122 192 201 
112 182 191 192 
112 191 192 201 
115 116 125 195 
116 125 126 205 
116 125 195 205 
116 126 196 205 
116 186 195 196 
116 195 196 205 
117 118 127 197 
117 187 196 197 
118 119 128 198 
118 127 128 207 
118 127 197 207 
118 128 198 207 
118 188 197 198 
118 197 198 207 
119 120 129 199 
119 128 129 208 
119 128 198 208 
119 129 199 208 
119 198 199 208 
120 129 130 209 
120 129 199 209 
120 130 200 209 
120 190 199 200 
120 199 200 209 
121 122 131 201 
122 131 132 211 
122 131 201 211 
122 132 202 211 
122 192 201 202 
122 201 202 211 
125 126 135 205 
126 127 136 206 
126 135 136 215 
126 135 205 215 
126 136 206 215 
126 196 205 206 
126 205 206 215 
127 128 137 207 
127 136 137 216 
127 136 206 216 
127 137 207 216 
127 206 207 216 
128 137 138 217 
